"id","host_since","host_is_superhost","host_listings_count","latitude","longitude","room_type","accommodates","bathrooms","bedrooms","price","cleaning_fee","guests_included","extra_people","number_of_reviews","review_scores_rating"
17343112,2015-02-10,TRUE,1,51.53195,-0.08783,"Private room",2,1.5,1,"$55.00","$15.00",1,"$0.00",65,97
17343234,2015-01-17,TRUE,2,51.54271,-0.0397,"Entire home/apt",4,1,2,"$120.00","$30.00",1,"$0.00",19,99
17352500,2014-03-04,TRUE,2,51.42818,-0.15191,"Entire home/apt",2,1,1,"$70.00","$35.00",1,"$0.00",25,99
17355123,2012-07-07,TRUE,3,51.47471,-0.0604,"Entire home/apt",3,1,0,"$85.00","$40.00",2,"$8.00",43,95
17355337,2011-03-28,TRUE,16,51.53094,-0.06477,"Entire home/apt",3,1,1,"$60.00","$34.00",2,"$10.00",45,92
17356537,2014-08-14,TRUE,32,51.49096,-0.16494,"Entire home/apt",7,2.5,4,"$586.00","$179.00",1,"$0.00",13,94
17356737,2015-11-13,TRUE,2,51.51805,-0.33164,"Entire home/apt",6,1.5,2,"$87.00","$0.00",1,"$0.00",47,89
17356830,2012-06-20,TRUE,2,51.59565,-0.0243,"Entire home/apt",4,1,1,"$80.00","$20.00",1,"$10.00",6,97
17359862,2013-08-25,TRUE,2,51.50953,-0.08421,"Private room",2,3,1,"$105.00","$30.00",1,"$15.00",72,98
17364626,2017-02-20,TRUE,1,51.49075,-0.09853,"Private room",2,1,1,"$49.00","$15.00",1,"$20.00",16,98
17365466,2017-02-20,TRUE,1,51.50393,-0.19317,"Entire home/apt",4,1,1,"$125.00","$70.00",1,"$0.00",103,98
17367599,2016-07-23,TRUE,6,51.50807,0.01757,"Entire home/apt",4,1,1,"$130.00","$45.00",2,"$20.00",10,93
17373942,2016-03-01,TRUE,2,51.4922,-0.02291,"Private room",1,1,1,"$30.00","$5.00",1,"$0.00",88,97
17375100,2016-05-30,TRUE,4,51.51266,-0.12546,"Entire home/apt",8,1,3,"$199.00","$79.00",6,"$20.00",24,93
17375567,2016-05-30,TRUE,4,51.51413,-0.11989,"Entire home/apt",8,1.5,3,"$169.00","$79.00",6,"$20.00",30,97
17376014,2017-02-21,TRUE,1,51.49048,-0.0944,"Entire home/apt",2,1,1,"$120.00","$45.00",1,"$0.00",22,100
17376899,2017-01-27,TRUE,1,51.46691,-0.06755,"Entire home/apt",6,2,3,"$117.00","$100.00",1,"$0.00",22,97
17377875,2016-04-16,TRUE,5,51.51433,-0.12832,"Entire home/apt",6,1,2,"$169.00","$69.00",4,"$10.00",23,95
17380967,2014-07-07,TRUE,4,51.4566,-0.11509,"Private room",2,1.5,1,"$30.00","$25.00",1,"$10.00",24,95
17392153,2016-03-31,TRUE,2,51.43672,-0.12772,"Private room",2,1,1,"$38.00","$12.00",1,"$16.00",5,100
17412884,2012-05-11,TRUE,6,51.49087,-0.10431,"Entire home/apt",8,1,2,"$250.00","$95.00",5,"$45.00",5,88
17415109,2016-10-03,TRUE,1,51.47946,-0.12917,"Private room",2,2,2,"$70.00","$25.00",1,"$15.00",24,96
17415552,2012-11-17,TRUE,6,51.51347,-0.1357,"Entire home/apt",5,1,2,"$200.00","$79.00",4,"$50.00",82,96
17427230,2015-05-21,TRUE,2,51.51221,-0.12879,"Entire home/apt",5,1,2,"$217.00","$85.00",1,"$0.00",32,100
17433220,2014-01-07,TRUE,1,51.51701,-0.07824,"Entire home/apt",4,2,2,"$200.00","$84.00",2,"$15.00",21,100
17436219,2015-03-15,TRUE,3,51.51394,-0.13102,"Entire home/apt",2,1,0,"$110.00","$29.00",1,"$0.00",56,95
17438828,2011-08-08,TRUE,4,51.59493,-0.0967,"Entire home/apt",16,5.5,9,"$595.00","$150.00",8,"$35.00",35,94
17441156,2016-09-10,TRUE,1,51.44258,-0.21672,"Entire home/apt",2,1,1,"$64.00","$10.00",1,"$10.00",53,97
17443606,2017-02-25,TRUE,1,51.55902,-0.14179,"Entire home/apt",2,1,1,"$95.00","$30.00",1,"$0.00",21,97
17457289,2014-07-22,TRUE,1,51.56781,-0.03219,"Entire home/apt",4,1,2,"$54.00","$25.00",2,"$10.00",25,99
17458943,2015-12-02,TRUE,7,51.49334,-0.1681,"Entire home/apt",2,1,0,"$85.00","$15.00",1,"$0.00",168,93
17459300,2015-12-02,TRUE,7,51.52346,-0.15887,"Entire home/apt",3,1,0,"$105.00","$20.00",1,"$0.00",143,94
17462237,2017-02-26,TRUE,3,51.52302,-0.16045,"Entire home/apt",6,2,2,"$180.00","$65.00",4,"$20.00",55,99
17466568,2015-08-13,TRUE,2,51.52735,-0.20095,"Entire home/apt",4,1,2,"$125.00","$40.00",1,"$0.00",32,98
17475322,2016-09-08,TRUE,2,51.5426,-0.148,"Private room",2,1,1,"$40.00","$15.00",1,"$25.00",21,97
17477316,2017-02-15,TRUE,2,51.52985,0.05511,"Private room",1,1,1,"$30.00","$0.00",1,"$10.00",38,96
17487654,2012-04-11,TRUE,3,51.47626,-0.01896,"Private room",1,1,1,"$40.00","$0.00",1,"$10.00",42,96
17489511,2015-02-16,TRUE,2,51.55561,-0.05413,"Private room",2,1,1,"$25.00","$20.00",1,"$10.00",4,95
17491889,2013-12-23,TRUE,2,51.39088,-0.29995,"Entire home/apt",7,2.5,5,"$121.00","$40.00",1,"$0.00",8,98
17493028,2014-05-11,TRUE,1,51.53799,-0.32782,"Entire home/apt",2,1,1,"$30.00","$0.00",1,"$10.00",33,100
17496230,2014-12-26,TRUE,1,51.48887,-0.13562,"Private room",5,2,2,"$120.00","$80.00",4,"$0.00",118,99
17500964,2015-03-03,TRUE,1,51.5277,-0.13614,"Private room",1,1,1,"$60.00","$0.00",1,"$40.00",37,97
17501535,2014-11-23,TRUE,1,51.48943,-0.07362,"Entire home/apt",2,1,0,"$100.00","$39.00",2,"$80.00",70,96
17506445,2015-06-08,TRUE,2,51.51433,-0.21924,"Private room",2,1,1,"$35.00","$0.00",1,"$0.00",51,97
17506527,2017-03-01,TRUE,1,51.51325,-0.21922,"Private room",2,1,1,"$45.00","$10.00",1,"$0.00",124,97
17508909,2015-05-04,TRUE,1,51.48295,-0.02319,"Private room",2,1,0,"$43.00","$10.00",1,"$5.00",52,100
17512025,2014-11-26,TRUE,2,51.5834,-0.09579,"Private room",1,1,1,"$40.00","$30.00",1,"$0.00",4,100
17521793,2014-07-14,TRUE,14,51.51487,-0.21475,"Entire home/apt",2,1,1,"$110.00","$50.00",1,"$0.00",33,99
17524628,2012-06-27,TRUE,3,51.46544,-0.11958,"Entire home/apt",4,2,2,"$150.00","$35.00",2,"$35.00",29,97
17527676,2012-03-26,TRUE,2,51.65086,-0.15221,"Private room",1,1,1,"$24.00","$0.00",1,"$0.00",8,100
17528360,2014-08-28,TRUE,4,51.49739,0.01328,"Entire home/apt",4,2,2,"$70.00","$11.00",1,"$6.00",157,99
17534115,2012-06-26,TRUE,1,51.50611,-0.09309,"Entire home/apt",5,1,3,"$220.00","$75.00",3,"$20.00",103,96
17534365,2014-07-09,TRUE,1,51.46614,-0.03265,"Entire home/apt",2,1,0,"$78.00","$35.00",2,"$25.00",46,99
17539253,2016-06-17,TRUE,2,51.5097,-0.20007,"Entire home/apt",3,1,1,"$160.00","$50.00",2,"$10.00",29,94
17545300,2015-11-26,TRUE,2,51.49621,-0.07104,"Private room",2,1,1,"$50.00","$10.00",1,"$0.00",191,94
17553798,2016-06-17,TRUE,2,51.4932,-0.14533,"Entire home/apt",2,1,1,"$160.00","$60.00",1,"$0.00",26,96
17554385,2014-04-10,TRUE,1,51.54174,-0.12028,"Private room",2,1,1,"$55.00","$30.00",1,"$0.00",83,99
17561638,2017-03-05,TRUE,1,51.50925,0.01559,"Private room",2,1,1,"$50.00","$15.00",1,"$5.00",102,100
17564263,2015-04-21,TRUE,4,51.46587,-0.23113,"Entire home/apt",2,1,1,"$80.00","$20.00",1,"$0.00",64,99
17565808,2014-10-04,TRUE,1,51.49133,-0.13656,"Private room",2,1,2,"$80.00","$15.00",1,"$0.00",27,100
17570049,2014-09-19,TRUE,1,51.47027,-0.0468,"Private room",2,1,1,"$57.00","$31.00",2,"$10.00",52,97
17577362,2011-04-06,TRUE,1,51.48081,-0.03326,"Private room",1,1,1,"$40.00","$15.00",1,"$0.00",20,99
17579882,2012-06-27,TRUE,2,51.53723,-0.19841,"Private room",1,1,1,"$55.00","$20.00",1,"$20.00",19,100
17586723,2015-04-09,TRUE,1,51.50285,-0.11679,"Private room",2,1,1,"$95.00","$10.00",1,"$0.00",33,98
17589432,2014-11-02,TRUE,2,51.54826,-0.04805,"Private room",2,1,1,"$35.00","$12.00",1,"$15.00",9,98
17590695,2017-02-07,TRUE,3,51.49534,-0.16886,"Private room",2,1,2,"$75.00","$30.00",1,"$25.00",30,100
17598112,2017-03-07,TRUE,1,51.39848,-0.10283,"Private room",2,1.5,1,"$35.00","$15.00",2,"$25.00",20,100
17599670,2014-06-05,TRUE,2,51.54597,-0.16714,"Entire home/apt",2,1,1,"$120.00","$40.00",1,"$0.00",26,100
17601607,2017-03-07,TRUE,1,51.52247,-0.11174,"Entire home/apt",2,1,1,"$115.00","$70.00",2,"$0.00",18,96
17603340,2016-03-07,TRUE,2,51.44505,-0.04631,"Private room",1,1,1,"$21.00","$30.00",1,"$10.00",28,98
17606539,2017-03-07,TRUE,1,51.54403,-0.13666,"Entire home/apt",2,1,1,"$110.00","$51.00",2,"$10.00",101,98
17613404,2016-02-10,TRUE,1,51.49692,-0.14882,"Entire home/apt",4,2,2,"$400.00","$135.00",1,"$0.00",46,97
17614301,2011-12-12,TRUE,3,51.57467,-0.09297,"Private room",2,1,1,"$42.00","$15.00",1,"$0.00",107,97
17617970,2013-08-29,TRUE,9,51.52067,-0.16912,"Entire home/apt",6,1,2,"$218.00","$109.00",3,"$29.00",24,93
17618305,2015-02-11,TRUE,152,51.50254,-0.26913,"Entire home/apt",7,2.5,4,"$260.00","$155.00",1,"$0.00",3,80
17618552,2016-08-07,TRUE,2,51.51736,-0.05662,"Private room",1,1,1,"$45.00","$0.00",1,"$30.00",5,96
17619007,2014-06-05,TRUE,2,51.54537,0.16704,"Entire home/apt",4,1,2,"$170.00","$50.00",1,"$0.00",4,100
17619738,2014-07-07,TRUE,4,51.45656,-0.11597,"Private room",2,1.5,1,"$30.00","$25.00",1,"$10.00",34,96
17621366,2013-03-06,TRUE,1,51.47515,-0.14915,"Private room",1,1.5,1,"$39.00","$15.00",1,"$15.00",19,97
17622636,2017-03-08,TRUE,1,51.46817,-0.10688,"Entire home/apt",3,1.5,0,"$85.00","$25.00",2,"$30.00",25,94
17630167,2015-02-11,TRUE,152,51.47816,-0.16664,"Entire home/apt",2,1,1,"$120.00","$75.00",1,"$0.00",6,100
17630619,2014-10-29,TRUE,3,51.42761,-0.30449,"Private room",9,2.5,4,"$220.00","$50.00",5,"$20.00",1,100
17630677,2014-03-11,TRUE,1,51.46323,-0.04597,"Entire home/apt",7,2,4,"$165.00","$85.00",6,"$40.00",24,98
17634282,2016-08-23,TRUE,1,51.53715,-0.20694,"Private room",2,1,1,"$100.00","$10.00",1,"$0.00",77,100
17636199,2012-05-09,TRUE,2,51.54539,-0.02887,"Entire home/apt",4,1,1,"$59.00","$30.00",2,"$9.00",17,99
17636388,2015-08-13,TRUE,2,51.5257,-0.20029,"Entire home/apt",2,1,1,"$95.00","$40.00",1,"$0.00",3,100
17637002,2013-02-23,TRUE,2,51.52972,-0.17691,"Entire home/apt",5,2,2,"$175.00","$49.00",4,"$15.00",28,97
17639590,2016-08-07,TRUE,2,51.51738,-0.0564,"Shared room",1,1,1,"$25.00","$0.00",1,"$25.00",30,99
17645927,2011-06-03,TRUE,1,51.50726,-0.12576,"Entire home/apt",2,1,1,"$160.00","$0.00",1,"$20.00",33,97
17651745,2014-08-17,TRUE,3,51.46239,-0.12866,"Private room",5,1,1,"$99.00","$38.00",2,"$10.00",66,99
17657876,2015-08-10,TRUE,1,51.42028,-0.07996,"Entire home/apt",4,1,1,"$85.00","$40.00",2,"$15.00",131,100
17658798,2017-03-11,TRUE,1,51.44241,-0.15424,"Private room",1,1,1,"$50.00","$9.00",1,"$9.00",73,99
17658975,2011-07-03,TRUE,1,51.56511,-0.0021,"Private room",1,1,1,"$45.00","$40.00",1,"$40.00",8,100
17659451,2014-01-06,TRUE,2,51.51203,-0.00793,"Private room",1,1,1,"$30.00","$10.00",1,"$5.00",12,93
17664017,2014-09-22,TRUE,1,51.53871,-0.23848,"Private room",2,1,0,"$40.00","$10.00",1,"$20.00",29,99
17665879,2016-01-25,TRUE,2,51.60848,-0.13148,"Private room",3,1,1,"$35.00","$30.00",1,"$8.00",46,97
17667600,2017-02-23,TRUE,2,51.51644,-0.46206,"Private room",1,1,1,"$22.00","$8.00",1,"$10.00",43,98
17678871,2017-03-12,TRUE,1,51.53055,-0.06505,"Entire home/apt",2,1,0,"$70.00","$25.00",1,"$15.00",107,96
17679296,2016-08-17,TRUE,2,51.45868,-0.19938,"Private room",2,1,1,"$50.00","$10.00",1,"$15.00",54,96
17682386,2015-10-11,TRUE,3,51.47294,-0.18425,"Entire home/apt",2,1,1,"$120.00","$38.00",1,"$0.00",18,96
17683162,2017-03-10,TRUE,1,51.44524,-0.17814,"Entire home/apt",7,2,4,"$205.00","$120.00",1,"$0.00",7,93
17683207,2017-02-26,TRUE,3,51.5229,-0.16025,"Entire home/apt",6,2,2,"$150.00","$70.00",4,"$20.00",41,98
17694593,2017-03-07,TRUE,2,51.48806,-0.08257,"Private room",1,0,1,"$35.00","$10.00",1,"$0.00",20,100
17697098,2015-10-26,TRUE,1,51.59201,-0.08417,"Private room",2,1,1,"$37.00","$20.00",1,"$10.00",57,97
17697964,2017-03-13,TRUE,2,51.51563,-0.07356,"Entire home/apt",6,2,2,"$200.00","$30.00",1,"$0.00",45,98
17708540,2015-05-11,TRUE,1,51.52683,-0.07692,"Private room",2,1,1,"$75.00","$5.00",1,"$0.00",36,98
17710286,2015-05-03,TRUE,8,51.5495,-0.18301,"Entire home/apt",2,1,1,"$72.00","$30.00",1,"$0.00",28,93
17712303,2015-05-03,TRUE,8,51.54992,-0.18163,"Entire home/apt",2,1,0,"$73.00","$20.00",2,"$30.00",11,96
17713525,2015-11-22,TRUE,2,51.50138,-0.24452,"Entire home/apt",2,1,1,"$80.00","$30.00",1,"$0.00",27,98
17715402,2015-10-02,TRUE,2,51.50543,-0.19252,"Entire home/apt",2,1,1,"$84.00","$65.00",1,"$25.00",11,100
17716754,2017-03-14,TRUE,1,51.53568,-0.1363,"Entire home/apt",4,1,0,"$85.00","$30.00",2,"$30.00",123,97
17717472,2016-09-13,TRUE,1,51.5806,-0.12424,"Private room",2,1,1,"$45.00","$20.00",1,"$0.00",103,98
17719865,2015-05-31,TRUE,3,51.47763,-0.2075,"Entire home/apt",1,1,1,"$75.00","$10.00",1,"$0.00",80,97
17723281,2013-09-13,TRUE,1,51.52595,-0.05804,"Entire home/apt",4,1.5,2,"$140.00","$45.00",4,"$15.00",34,99
17724681,2017-03-15,TRUE,1,51.40504,-0.06463,"Private room",2,1,0,"$65.00","$25.00",1,"$0.00",33,98
17724719,2014-07-30,TRUE,2,51.50059,-0.32099,"Private room",2,1,1,"$38.00","$10.00",2,"$20.00",49,97
17726275,2013-09-29,TRUE,3,51.52045,-0.06789,"Private room",2,1,1,"$58.00","$25.00",1,"$10.00",24,100
17730330,2015-11-04,TRUE,6,51.55202,-0.18606,"Entire home/apt",4,1,2,"$125.00","$80.00",1,"$0.00",3,93
17734017,2013-04-09,TRUE,2,51.53852,-0.15317,"Shared room",2,1,1,"$69.00","$36.00",1,"$0.00",1,100
17734132,2016-11-28,TRUE,2,51.5133,-0.12389,"Entire home/apt",6,3,2,"$250.00","$90.00",4,"$20.00",50,99
17734137,2016-06-21,TRUE,1,51.56621,-0.45421,"Private room",2,1,0,"$49.00","$15.00",1,"$0.00",109,96
17734222,2015-03-15,TRUE,3,51.51417,-0.13249,"Entire home/apt",4,1.5,1,"$130.00","$35.00",2,"$5.00",34,95
17742079,2017-03-16,TRUE,2,51.48165,-0.00221,"Private room",6,1,2,"$149.00","$12.00",3,"$25.00",162,99
17742905,2015-06-15,TRUE,2,51.40835,-0.22563,"Entire home/apt",7,2.5,3,"$189.00","$60.00",1,"$0.00",18,100
17743644,2016-08-13,TRUE,2,51.47404,-0.09928,"Entire home/apt",4,1,1,"$80.00","$30.00",1,"$30.00",25,96
17744347,2014-08-16,TRUE,1,51.4673,-0.15236,"Entire home/apt",5,1,3,"$90.00","$103.00",4,"$15.00",35,98
17745421,2017-03-16,TRUE,1,51.5133,-0.20299,"Entire home/apt",5,2,3,"$170.00","$110.00",1,"$0.00",53,97
17746168,2017-03-16,TRUE,2,51.48156,-0.00115,"Private room",2,1,1,"$41.00","$12.00",2,"$25.00",131,97
17748259,2017-03-05,TRUE,1,51.45654,-0.18559,"Private room",2,1.5,1,"$50.00","$10.00",1,"$20.00",99,99
17748986,2013-05-22,TRUE,2,51.55126,-0.19245,"Entire home/apt",5,2,1,"$125.00","$60.00",2,"$10.00",75,99
17756870,2017-03-17,TRUE,1,51.52757,-0.11878,"Entire home/apt",5,1,2,"$125.00","$46.00",1,"$0.00",64,95
17757382,2015-02-11,TRUE,152,51.50515,-0.23757,"Entire home/apt",2,1,1,"$85.00","$75.00",1,"$0.00",9,98
17761564,2017-03-17,TRUE,1,51.54167,-0.09013,"Entire home/apt",4,1,1,"$76.00","$70.00",4,"$0.00",27,99
17762347,2017-03-17,TRUE,1,51.49307,-0.16625,"Entire home/apt",2,1,0,"$115.00","$60.00",1,"$0.00",45,96
17765151,2013-02-11,TRUE,4,51.54136,-0.10085,"Private room",4,1,2,"$149.00","$59.00",2,"$15.00",29,98
17769768,2017-03-18,TRUE,2,51.44965,0.04881,"Private room",2,1,1,"$28.00","$0.00",1,"$10.00",37,99
17774608,2017-03-18,TRUE,1,51.5141,-0.18238,"Entire home/apt",4,2.5,2,"$250.00","$80.00",1,"$0.00",24,95
17775258,2014-12-01,TRUE,31,51.53118,-0.18594,"Entire home/apt",3,1,1,"$48.00","$30.00",2,"$20.00",3,100
17784189,2015-07-18,TRUE,1,51.52173,0.0292,"Private room",1,3,1,"$30.00","$20.00",1,"$0.00",23,100
17784612,2014-07-14,TRUE,1,51.52046,-0.15538,"Entire home/apt",2,2,1,"$100.00","$40.00",2,"$0.00",45,99
17788666,2014-08-09,TRUE,1,51.57115,-0.02768,"Entire home/apt",6,1,2,"$65.00","$20.00",4,"$10.00",24,98
17789145,2017-01-29,TRUE,1,51.54643,-0.08458,"Entire home/apt",4,1,2,"$160.00","$80.00",1,"$0.00",18,98
17799309,2017-03-20,TRUE,1,51.46934,-0.18828,"Entire home/apt",4,2,2,"$200.00","$20.00",1,"$0.00",26,98
17800634,2017-03-20,TRUE,2,51.37906,-0.15887,"Private room",3,1,1,"$30.00","$10.00",2,"$5.00",63,96
17803441,2014-06-14,TRUE,3,51.52375,-0.18276,"Private room",2,2,3,"$48.00","$20.00",1,"$10.00",24,98
17808694,2014-08-14,TRUE,32,51.51866,-0.21355,"Entire home/apt",3,1,1,"$91.00","$89.00",2,"$29.00",39,90
17809346,2013-06-20,TRUE,2,51.48266,-0.12451,"Private room",1,1,1,"$40.00","$25.00",1,"$0.00",89,100
17810935,2015-08-13,TRUE,1,51.49692,-0.01943,"Private room",2,1,1,"$52.00","$10.00",2,"$0.00",38,99
17817689,2017-03-21,TRUE,1,51.51529,-0.05897,"Entire home/apt",4,1,1,"$85.00","$35.00",2,"$30.00",15,96
17824157,2017-03-16,TRUE,1,51.47413,-0.02105,"Private room",2,1,0,"$60.00","$30.00",1,"$15.00",24,98
17833514,2017-01-27,TRUE,2,51.45954,0.00721,"Entire home/apt",4,1,2,"$90.00","$36.00",2,"$0.00",49,98
17836199,2016-02-23,TRUE,1,51.49452,-0.18668,"Entire home/apt",8,2,3,"$150.00","$135.00",5,"$50.00",19,95
17841268,2012-01-17,TRUE,16,51.53848,-0.2061,"Entire home/apt",6,2,2,"$315.00","$95.00",4,"$10.00",27,98
17845378,2017-03-22,TRUE,1,51.6064,-0.21064,"Private room",1,1,1,"$28.00","$0.00",1,"$0.00",43,96
17846254,2012-11-05,TRUE,1,51.52233,-0.19666,"Entire home/apt",4,1.5,1,"$99.00","$70.00",2,"$15.00",29,99
17853390,2013-06-23,TRUE,3,51.49092,-0.16497,"Entire home/apt",4,1,1,"$150.00","$35.00",2,"$15.00",7,97
17857156,2013-04-26,TRUE,3,51.45625,-0.12171,"Private room",1,1.5,1,"$35.00","$7.00",1,"$16.00",42,98
17859350,2017-01-18,TRUE,1,51.52823,-0.07617,"Private room",2,1,1,"$55.00","$20.00",1,"$15.00",122,98
17862205,2015-02-05,TRUE,1,51.47054,-0.17277,"Private room",2,1,0,"$60.00","$45.00",1,"$0.00",43,96
17862951,2014-12-29,TRUE,3,51.57059,-0.28633,"Private room",2,1,1,"$25.00","$25.00",1,"$20.00",1,100
17863232,2014-12-29,TRUE,3,51.57241,-0.28736,"Private room",1,1,1,"$24.00","$25.00",1,"$0.00",1,100
17864363,2014-12-25,TRUE,1,51.46257,-0.38144,"Private room",2,1.5,1,"$49.00","$10.00",1,"$10.00",47,97
17871660,2017-03-24,TRUE,1,51.45262,0.01396,"Private room",1,1,1,"$17.00","$15.00",1,"$10.00",14,95
17873966,2011-05-09,TRUE,7,51.51365,-0.07006,"Entire home/apt",3,1,1,"$120.00","$70.00",1,"$0.00",28,99
17874293,2014-09-09,TRUE,2,51.41251,-0.23584,"Private room",2,1,1,"$37.00","$5.00",1,"$10.00",63,99
17875360,2013-08-29,TRUE,1,51.4935,-0.08316,"Entire home/apt",2,1,1,"$100.00","$50.00",1,"$0.00",47,98
17878049,2013-01-07,TRUE,2,51.47863,-0.19436,"Private room",3,1,1,"$150.00","$55.00",2,"$50.00",41,97
17887141,2013-07-23,TRUE,3,51.56999,-0.01503,"Private room",2,2,1,"$24.00","$25.00",1,"$12.00",16,100
17887876,2013-06-03,TRUE,1,51.61697,-0.1355,"Private room",2,1,1,"$50.00","$15.00",2,"$15.00",36,98
17888076,2015-10-08,TRUE,1,51.5465,-0.15123,"Private room",2,1,1,"$52.00","$25.00",1,"$0.00",95,97
17892120,2013-04-16,TRUE,1,51.4898,-0.14274,"Private room",2,1,1,"$80.00","$25.00",1,"$10.00",77,97
17893130,2010-01-04,TRUE,19,51.52256,-0.14125,"Entire home/apt",5,2,2,"$189.00","$50.00",2,"$5.00",8,98
17898585,2017-03-26,TRUE,1,51.49147,-0.18495,"Entire home/apt",2,1,1,"$180.00","$45.00",2,"$50.00",37,99
17898910,2014-07-08,TRUE,3,51.47992,-0.3625,"Entire home/apt",4,1,1,"$90.00","$50.00",2,"$50.00",1,100
17899003,2014-07-08,TRUE,3,51.48026,-0.36101,"Entire home/apt",4,1,1,"$75.00","$50.00",2,"$50.00",6,100
17899891,2015-10-29,TRUE,2,51.52268,-0.1725,"Entire home/apt",4,1,2,"$128.00","$80.00",1,"$20.00",27,93
17903756,2015-11-22,TRUE,1,51.54041,-0.11365,"Private room",1,1,1,"$44.00","$28.00",1,"$10.00",11,98
17903882,2016-02-23,TRUE,1,51.53142,-0.02633,"Private room",2,1,1,"$40.00","$10.00",2,"$30.00",86,97
17905062,2017-03-26,TRUE,1,51.60373,0.05321,"Private room",2,1,1,"$30.00","$0.00",1,"$10.00",17,96
17906148,2014-07-11,TRUE,3,51.50893,-0.2016,"Entire home/apt",2,1,0,"$75.00","$20.00",1,"$0.00",28,90
17916305,2016-10-10,TRUE,2,51.55197,-0.08905,"Private room",2,1,1,"$35.00","$15.00",1,"$10.00",49,98
17917163,2015-01-20,TRUE,1,51.47398,-0.17345,"Entire home/apt",5,1.5,2,"$150.00","$30.00",1,"$0.00",26,97
17918553,2014-07-12,TRUE,2,51.53746,-0.4707,"Private room",2,1,1,"$32.00","$5.00",1,"$7.00",56,100
17924075,2016-10-02,TRUE,6,51.53329,-0.09843,"Entire home/apt",5,1,2,"$225.00","$75.00",4,"$15.00",102,97
17929279,2015-03-09,TRUE,1,51.54639,-0.09659,"Entire home/apt",4,1,2,"$140.00","$40.00",1,"$0.00",28,98
17930975,2017-03-28,TRUE,1,51.55289,-0.11864,"Entire home/apt",2,1,1,"$85.00","$63.00",1,"$0.00",15,89
17932698,2013-03-16,TRUE,1,51.49054,-0.11194,"Private room",2,1,1,"$55.00","$5.00",1,"$10.00",56,97
17932992,2015-04-06,TRUE,1,51.49145,-0.11524,"Private room",1,1.5,1,"$35.00","$5.00",1,"$0.00",208,98
17933476,2015-03-22,TRUE,1,51.51571,0.00859,"Private room",2,1,1,"$35.00","$20.00",1,"$5.00",51,100
17935048,2013-01-08,TRUE,2,51.49449,-0.23196,"Private room",2,1,1,"$43.00","$10.00",1,"$6.00",79,98
17936469,2016-04-10,TRUE,3,51.42189,-0.37481,"Entire home/apt",6,2,3,"$165.00","$200.00",4,"$85.00",22,94
17937816,2014-07-05,TRUE,3,51.57392,-0.15008,"Private room",2,1.5,1,"$42.00","$15.00",1,"$15.00",101,98
17941029,2013-01-09,TRUE,2,51.48309,-0.19901,"Entire home/apt",3,1,1,"$115.00","$50.00",2,"$15.00",40,97
17944575,2015-05-31,TRUE,3,51.47715,-0.2069,"Entire home/apt",2,1,1,"$145.00","$50.00",1,"$50.00",16,99
17945109,2015-06-23,TRUE,2,51.49492,-0.26197,"Entire home/apt",5,2,2,"$215.00","$60.00",4,"$25.00",15,99
17949952,2014-07-30,TRUE,2,51.50183,-0.32177,"Private room",2,1,1,"$38.00","$10.00",2,"$20.00",12,98
17951462,2017-03-29,TRUE,1,51.52935,-0.18577,"Entire home/apt",2,1,1,"$90.00","$20.00",1,"$0.00",30,99
17952358,2012-12-14,TRUE,1,51.59104,-0.25076,"Entire home/apt",9,2,4,"$230.00","$120.00",4,"$53.00",28,98
17957067,2015-02-11,TRUE,152,51.51778,-0.21108,"Entire home/apt",4,2.5,2,"$220.00","$95.00",1,"$0.00",16,96
17957258,2015-02-11,TRUE,152,51.50525,-0.24082,"Entire home/apt",6,2.5,4,"$280.00","$155.00",1,"$0.00",1,100
17958260,2015-09-19,TRUE,1,51.48115,-0.12895,"Entire home/apt",4,2,2,"$140.00","$30.00",1,"$0.00",36,98
17959204,2014-08-04,TRUE,3,51.56,-0.09235,"Private room",2,1,1,"$50.00","$5.00",2,"$10.00",4,100
17959739,2014-08-30,TRUE,2,51.58779,-0.09738,"Entire home/apt",13,2.5,6,"$200.00","$99.00",5,"$20.00",37,96
17959938,2017-02-15,TRUE,2,51.52982,0.05552,"Private room",1,1,1,"$25.00","$0.00",1,"$0.00",46,96
17961093,2013-02-11,TRUE,4,51.54141,-0.10039,"Entire home/apt",4,1,2,"$199.00","$59.00",2,"$15.00",29,99
17971800,2015-04-16,TRUE,2,51.4134,-0.23881,"Entire home/apt",6,2.5,3,"$117.00","$50.00",4,"$0.00",26,99
17973505,2013-11-30,TRUE,1,51.49626,-0.25664,"Private room",2,1,1,"$70.00","$50.00",1,"$0.00",22,97
17974627,2014-10-15,TRUE,1,51.47188,-0.16337,"Private room",2,1,1,"$46.00","$12.00",1,"$10.00",91,98
17974954,2017-03-30,TRUE,1,51.49753,-0.12885,"Entire home/apt",7,2.5,4,"$259.00","$135.00",1,"$0.00",59,97
17982878,2015-06-14,TRUE,2,51.51148,-0.19673,"Entire home/apt",2,1,1,"$120.00","$65.00",1,"$10.00",35,97
17983291,2015-09-11,TRUE,4,51.50449,-0.09668,"Entire home/apt",5,2,2,"$129.00","$65.00",3,"$35.00",21,92
17984324,2017-03-30,TRUE,2,51.50649,-0.09299,"Entire home/apt",6,1,2,"$117.00","$65.00",4,"$20.00",46,98
